10;14;350;3;16139
10;14;3122;1;16139
10;14;646;2;16139
10;14;3486;3;16139
10;30;255;1308;14819860
10;30;2042;1300;14819860
10;30;488;1305;14819860
10;30;2404;1291;14819860
15;34;745;136240;1383418331
15;34;6539;135838;1383418331
15;34;1236;135438;1383418331
15;34;7245;136905;1383418331
10;45;2197;50112;615171094
10;45;239;51021;615171094
10;45;1815;50772;615171094
10;45;426;50019;615171094
