10;14;350;0;150
10;14;3122;1;159
10;14;646;1;149
10;14;3486;1;161
10;30;255;128;5826
10;30;2042;168;8736
10;30;488;129;8149
10;30;2404;121;7081
15;34;745;5165;252746
15;34;6539;5415;278237
15;34;1236;1709;75839
15;34;7245;5127;254695
10;45;2197;3894;122204
10;45;239;4029;113681
10;45;1815;3589;112039
10;45;426;943;26815
